(16415,1,25,0):	0.373	0.616	1	1
(16426,0,189,0):	0.455	0.341	0.998	0.988
(16431,1,66,0):	0.46	0.298	1	1
(16446,1,14,0):	0.191	0.063	1	1
(16498,1,162,0):	0.314	0.343	1	0.989
(16513,1,84,0):	0.405	0.297	0.992	0.982
(16531,0,112,0):	0.023	0	0	0
(16540,0,15,0):	0.146	0.079	0.889	0.991
(16554,1,79,0):	0.16	0.223	0.685	0.863
(16568,0,115,0):	0.672	0.323	1	1
(16571,1,163,0):	0.017	0.083	0.868	0.911
(16582,0,173,0):	0.033	0.041	1	1
(16591,0,44,0):	0.185	0.294	1	1
(16600,0,18,0):	0.118	0.256	1	1
(16602,0,24,0):	0.095	0.121	1	1
(16607,0,132,0):	0.358	0.314	1	1
(16618,0,169,0):	0.513	0.277	1	1
(16627,0,43,0):	0.058	0.221	1	1
(16647,1,107,0):	0.425	0.337	1	1
(16652,0,81,0):	0.417	0.419	1	1
(16660,0,120,0):	0.684	0.507	1	1
(16667,0,95,0):	0.309	0.263	1	1
(16679,0,153,0):	0.947	0.765	1	1
(16697,0,142,0):	0.229	0.571	1	1
(16711,1,81,0):	0.316	0.299	1	1
(16711,1,110,0):	0.458	0.455	1	1
(16726,0,76,0):	0.018	0	0	0
(16759,1,129,0):	0.938	0.912	1	1
(16766,1,68,0):	0.151	0.143	1	1
(16813,0,187,0):	0.271	0.183	0.832	0.968
(16824,0,26,0):	0.286	0.32	0.993	0.983
(16880,0,191,0):	0.268	0.442	1	1
(16886,1,198,0):	0.046	0.224	1	1
(16892,0,11,0):	0.023	0.056	0.604	0.895
(16907,0,122,0):	0.135	0.326	0.921	0.988
(16954,0,187,0):	0.479	0.428	1	1
(17001,1,71,0):	0.127	0.104	1	1
(17002,0,16,0):	0.087	0.17	0.965	0.966
(17013,1,174,0):	0.083	0.207	0.976	0.998
(17014,1,45,0):	0.709	0.646	0.931	0.988
(17053,1,43,0):	0.029	0.146	0.95	0.999
(17057,0,136,0):	0.083	0.051	1	1
(17066,0,7,0):	0.759	0.822	1	1
(17105,0,144,0):	0.113	0.02	0	0
(17109,1,59,0):	0.613	0.83	0.683	0.932
(17135,0,135,0):	0.318	0.491	1	1
(17149,1,127,0):	0.453	0.53	1	1
(17152,1,161,0):	0.023	0.04	0.915	0.971
(17171,0,135,0):	0.002	0.009	0	0
(17198,0,88,0):	0.1	0.008	0	0
(17225,1,93,0):	0.923	0.944	1	1
(17229,0,199,0):	0.709	0.67	0.964	0.978
(17229,0,201,0):	0.003	0	0	0
(17236,1,56,0):	0.718	0.434	1	1
(17237,1,124,0):	0.107	0.129	0.6	0.861
(17240,1,13,0):	0.125	0.039	1	1
(17243,0,3,0):	0.757	0.679	1	1
(17247,1,75,0):	0.028	0.028	1	1
(17259,0,167,0):	0.518	0.297	0.943	0.974
(17271,1,77,0):	0.451	0.203	1	1
(17287,0,45,0):	0.146	0.367	1	1
(17288,1,99,0):	0.587	0.522	1	1
(17290,0,7,0):	0.01	0	0	0
(17312,1,85,0):	0.345	0.454	0.884	0.98
(17329,1,193,0):	0.364	0.368	1	1
(17333,0,198,0):	0.279	0.137	1	1
(17343,1,153,0):	0.287	0.221	1	1
(17409,1,17,0):	0.268	0.329	1	1
(17426,0,47,0):	0.275	0.262	1	0.997
(17429,1,73,0):	0.193	0.363	1	1
(17450,0,118,0):	0.109	0.004	1	1
(17450,1,101,0):	0.025	0.164	0.675	0.927
(17464,0,20,0):	0.255	0.255	1	1
(17488,0,9,0):	0.909	0.906	1	1
(17490,0,181,0):	0.618	0.424	1	1
(17491,0,28,0):	0.183	0.084	0.866	0.999
(17491,1,196,0):	0.173	0.071	0.728	0.967
(17502,0,55,0):	0.373	0.282	0.885	0.963
(17516,1,142,0):	0.515	0.569	1	1
(17522,0,144,0):	0.013	0.02	0	0
(17535,1,67,0):	0.699	0.579	1	1
(17542,1,202,0):	0.111	0.072	1	1
(17543,0,224,0):	0.299	0.234	0.918	1
(17548,0,90,0):	0.113	0.011	0.867	0.987
(17551,1,86,0):	0.288	0.266	1	1
(17555,1,41,0):	0.213	0.14	1	1
(17560,0,55,0):	0.093	0.031	0	0
(17565,1,97,0):	0.215	0.141	1	1
(17569,0,116,0):	0.137	0.039	1	1
(17590,0,129,0):	0.982	0.953	1	1
(17604,1,168,0):	0.031	0.139	0.767	0.927
(17619,1,49,0):	0.577	0.404	1	1
(17622,0,130,0):	0.068	0.087	0.868	0.973
(17629,0,52,0):	0.115	0.245	1	1
(17643,1,70,0):	0.15	0.099	0.871	0.996
(17653,1,77,0):	0.25	0.176	1	1
(17654,0,66,0):	0.302	0.388	0.967	0.998
(17657,0,134,0):	0.771	0.689	1	1
(17664,1,120,0):	0.002	0.024	1	1
(17665,1,86,0):	0.221	0.319	1	1
(17669,0,57,0):	0.036	0.138	0.636	0.981
(17670,1,177,0):	0.167	0.252	0.786	0.978
(17671,1,62,0):	0.144	0.253	0.96	1
(17671,1,149,0):	0.327	0.364	1	1
(17678,1,125,0):	0.612	0.774	1	1
(17684,0,56,0):	0.258	0.125	1	1
(17685,1,71,0):	0.127	0.114	1	1
(17685,1,91,0):	0.074	0.163	1	1
(17694,0,68,0):	0.181	0.309	1	1
(17696,0,59,0):	0.824	0.868	1	1
(17724,0,106,0):	0.145	0.297	1	1
(17750,0,84,0):	0.053	0.029	0	0
(17750,1,127,0):	0.51	0.477	1	1
(17753,0,67,0):	0.019	0.023	0	0
(17771,0,130,0):	0.135	0.216	0.934	0.986
(17773,1,116,0):	0.167	0.319	0.906	0.89
(17776,0,73,0):	0.087	0.061	0.783	0.919
(17777,1,9,0):	0.195	0.314	1	1
(17777,1,16,0):	0.342	0.194	0.957	0.993
(17779,0,76,0):	0.441	0.465	1	1
(17782,1,24,0):	0.026	0.144	0.886	0.99
(17788,0,14,0):	0.366	0.613	0.793	0.977
(17788,0,92,0):	0.214	0.501	0.901	0.987
(17795,1,105,0):	0.714	0.447	0.807	0.937
(17797,0,18,0):	0.594	0.354	0.967	0.989
(17800,0,113,0):	0.519	0.336	0.729	0.799
(17806,1,24,0):	0.077	0.138	0.979	1
(17816,0,193,0):	0.024	0.055	0.709	0.904
(17818,0,40,0):	0.663	0.832	1	1
(17818,1,191,0):	0.005	0.114	1	1
(17822,0,146,0):	0.25	0.358	1	1
(17822,1,95,0):	0.251	0.151	1	1
(17823,1,83,0):	0.079	0.04	0.873	0.984
(17824,0,25,0):	0.217	0.143	0.759	0.936
(17828,0,111,0):	0.072	0.061	1	1
(17828,1,50,0):	0.069	0.214	1	1
(17828,1,177,0):	0.208	0.288	0.919	0.979
(17847,0,118,0):	0.152	0.073	0.735	0.923
(17847,0,188,0):	0.349	0.137	1	1
(17857,0,190,0):	0.047	0.037	0	0
(17864,0,165,0):	0.715	0.862	1	1
(17870,0,67,0):	0.006	0.049	1	1
(17870,1,149,0):	0.368	0.412	1	1
(17874,0,170,0):	0.232	0.165	0.901	0.974
(17881,0,100,0):	0.402	0.511	1	1
(17882,1,208,0):	0.733	0.509	1	1
(17887,0,131,0):	0.39	0.383	1	1
(17900,1,139,0):	0.234	0.624	1	1
(17904,0,62,0):	0.327	0.59	1	1
(17909,0,63,0):	0.058	0.017	0	0
(17909,0,159,0):	0.168	0.154	1	1
(17913,0,80,0):	0.105	0.008	1	1
(17915,0,205,0):	0.086	0.149	1	1
(17915,1,77,0):	0.153	0.197	1	1
(17920,1,93,0):	0.41	0.392	1	1
(17923,0,84,0):	0.171	0.335	1	0.992
(17931,0,87,0):	0.06	0.17	0.994	1
(17931,0,94,0):	0.023	0	0	0
(17933,0,69,0):	0.622	0.771	1	1
(17940,1,201,0):	0.034	0	0	0
(17953,0,123,0):	0.125	0.441	1	1
(17953,0,183,0):	0.139	0.134	0.899	0.921
(17970,0,173,0):	0.452	0.51	1	1
(17972,0,190,0):	0.053	0.03	0	0
(17981,1,143,0):	0.114	0.084	1	1
(17992,0,67,0):	0.046	0.056	0.998	1
(18007,0,166,0):	0	0.005	0	0
(18022,1,138,0):	0.452	0.558	0.973	0.994
(18025,1,139,0):	0.331	0.08	1	1
(18027,1,127,0):	0.734	0.508	1	1
(18028,0,117,0):	0.026	0.04	0.811	0.96
(18053,1,6,0):	0.284	0.197	1	1
(18061,0,23,0):	0.234	0.217	0.855	0.969
(18069,1,179,0):	0.206	0.078	0.817	0.974
(18077,0,110,0):	0.384	0.188	1	1
(18081,1,19,0):	0.014	0.083	1	1
(18083,1,14,0):	0.557	0.564	1	1
(18085,1,92,0):	0.418	0.382	1	1
(18090,0,68,0):	0.858	0.722	1	1
(18111,0,117,0):	0.009	0.115	0.86	0.994
(18113,1,130,0):	0.456	0.374	1	1
(18126,1,125,0):	0.177	0.101	0.811	0.938
(18135,1,107,0):	0.048	0.039	0.823	0.903
(18155,0,30,0):	0.265	0.036	1	1
(18158,1,72,0):	0.057	0.002	0	0
(18160,0,177,0):	0.062	0.023	0.685	0.866
(18168,0,20,0):	0.123	0.202	1	1
(18170,1,12,0):	0.109	0.016	0	0
(18178,1,10,0):	0.008	0.016	1	1
(18181,0,5,0):	0	0.018	0	0
(18188,1,202,0):	0.136	0.05	1	1
(18192,0,118,0):	0.185	0.496	0.977	0.999
(18194,1,43,0):	0.288	0.303	1	1
(18195,1,172,0):	0.232	0.179	1	1
(18197,0,201,0):	0.361	0.178	1	1
(18199,0,115,0):	0.032	0	0	0
(18205,0,82,0):	0.163	0.4	1	1
(18211,0,169,0):	0.01	0.045	1	1
(18215,1,121,0):	0.418	0.239	1	1
(18225,1,116,0):	0.02	0.142	1	1
(18226,1,122,0):	0.285	0.136	1	1
(18227,1,136,0):	0.183	0.213	0.838	0.907
(18230,1,173,0):	0.074	0.092	0.962	0.973
(18234,1,137,0):	0.354	0.321	1	1
(18239,0,125,0):	0.242	0.136	1	1
(18240,0,38,0):	0.026	0.112	0.938	0.986
(18241,0,38,0):	0.025	0.098	0.971	0.985
(18244,0,38,0):	0.003	0.05	1	1
(18249,0,199,0):	0.18	0.309	1	1
(18250,1,89,0):	0.138	0.122	1	1
(18254,0,98,0):	0.123	0.174	0.659	0.958
(18259,1,130,0):	0.352	0.235	1	1
(18271,1,172,0):	0.432	0.669	1	1
(18272,0,59,0):	0.191	0.153	1	1
(18272,0,189,0):	0.039	0.008	1	1
(18289,0,196,0):	0.259	0.132	1	1
(18292,0,56,0):	0.205	0.074	0.999	0.994
(18296,1,190,0):	0.337	0.229	1	1
(18298,0,159,0):	0.306	0.315	1	1
(18299,1,7,0):	0.626	0.477	1	1
(18300,0,178,0):	0.814	0.654	1	1
(18302,1,45,0):	0.095	0.268	1	1
(18305,0,126,0):	0.273	0.147	0.678	0.818
(18307,0,124,0):	0.12	0.003	0.973	0.986
(18315,1,63,0):	0.146	0.254	0.663	0.946
(18316,0,83,0):	0.568	0.452	1	1
(18319,0,38,0):	0.285	0.356	1	1
(18326,0,72,0):	0.601	0.573	1	1
(18327,0,110,0):	0.473	0.372	0.889	0.991
(18327,0,130,0):	0.191	0.353	0.962	0.995
(18334,0,80,0):	0.39	0.432	1	1
(18338,1,23,0):	0.008	0	0	0
(18349,0,129,0):	0.026	0.019	0	0
(18351,1,113,0):	0.046	0.058	0.687	0.926
(18354,1,28,0):	0.146	0.182	1	1
(18356,1,85,0):	0.361	0.176	1	1
(18357,0,41,0):	0.666	0.637	1	1
(18361,0,23,0):	0.099	0.162	1	1
(18362,1,106,0):	0.047	0.066	0.862	0.989
(18362,1,114,0):	0.521	0.267	1	1
(18363,0,96,0):	0.414	0.458	0.79	0.947
(18367,0,76,0):	0	0.003	0	0
(18369,0,17,0):	0.488	0.576	1	1
(18371,1,72,0):	0.048	0.004	1	1
(18372,1,214,0):	0.996	0.951	1	1
(18380,1,108,0):	0.411	0.371	1	1
(18382,0,14,0):	0.375	0.367	1	1
(18384,1,123,0):	0.856	0.411	1	1
(18395,1,151,0):	0.255	0.444	1	1
(18397,0,167,0):	0.895	0.908	1	1
(18400,0,49,0):	0.025	0.229	1	1
(18407,1,205,0):	0.011	0.046	0	0
(18408,1,49,0):	0.214	0.314	1	1
(18409,0,77,0):	0.425	0.189	1	1
(18410,1,72,0):	0.411	0.252	1	1
(18412,1,25,0):	0.143	0.208	1	1
(18413,0,87,0):	0.468	0.604	0.828	0.97
(18416,0,48,0):	0.026	0.04	0	0
(18417,0,177,0):	0.06	0.026	0	0
(18423,1,97,0):	0.01	0	0	0
(18425,1,121,0):	0.032	0.002	0	0
(18426,0,166,0):	0.318	0.095	0.984	0.982
(18430,1,153,0):	0.172	0.128	0.915	0.974
(18437,1,184,0):	0	0.005	1	1
(18448,0,137,0):	0.107	0.221	1	1
(18450,0,138,0):	0.399	0.366	0.862	0.986
(18453,0,101,0):	0.099	0.221	0.976	0.999
(18454,0,23,0):	0.211	0.251	0.893	0.975
(18459,0,182,0):	0.683	0.314	1	1
(18462,0,15,0):	0.014	0.139	1	1
(18463,0,161,0):	0.187	0.079	1	1
(18464,0,39,0):	0.061	0.046	1	1
(18464,0,59,0):	0.044	0.127	1	1
(18466,1,162,0):	0.006	0.066	0.842	0.968
(18467,0,201,0):	0.199	0.209	0.858	0.993
(18472,1,142,0):	0.084	0.12	1	1
(18473,0,106,0):	0.118	0.108	1	1
(18475,0,9,0):	0.061	0.156	0.861	0.965
(18483,0,137,0):	0.01	0.048	1	1
(18485,0,108,0):	0.008	0.051	1	1
(18485,1,69,0):	0.12	0.203	1	1
(18485,1,73,0):	0.175	0.169	1	1
(18486,0,142,0):	0.262	0.322	1	1
(18491,0,50,0):	0.028	0.049	0.938	0.846
(18497,0,50,0):	0.102	0.008	0	0
(18499,1,178,0):	0.852	0.674	0.862	0.962
(18504,1,175,0):	0.13	0.096	0.924	0.897
(18512,1,28,0):	0.258	0.197	1	1
(18516,0,115,0):	0.013	0.023	1	1
(18519,1,170,0):	0.338	0.107	1	1
(18525,1,186,0):	0.343	0.27	1	1
(18527,0,151,0):	0.188	0.187	1	1
(18528,0,117,0):	0.115	0.243	1	1
(18528,0,179,0):	0	0.02	0	0
(18533,0,111,0):	0.049	0.002	0	0
(18536,0,100,0):	0.097	0.12	0.944	0.985
(18537,1,176,0):	0.334	0.411	1	1
(18544,0,206,0):	0.046	0.02	0.823	0.871
(18545,0,68,0):	0.167	0.09	0.945	0.973
(18552,1,193,0):	0.704	0.495	1	1
(18556,1,28,0):	0.003	0.013	0	0
(18556,1,82,0):	0	0.046	1	1
(18559,1,53,0):	0.491	0.397	0.665	0.903
(18565,1,185,0):	0.09	0.006	1	1
(18571,0,20,0):	0.042	0.046	0.868	0.957
(18581,0,173,0):	0.649	0.721	1	1
(18581,1,169,0):	0.807	0.91	1	1
(18582,0,140,0):	0.216	0.375	1	1
(18585,0,1,0):	0.372	0.392	1	1
(18585,0,38,0):	0.032	0.006	0	0
(18585,1,95,0):	0.303	0.644	0.974	1
(18586,0,183,0):	0.099	0.081	0.736	0.975
(18588,1,141,0):	0.082	0.034	1	1
(18590,1,144,0):	0.114	0.198	0.899	0.998
(18593,1,175,0):	0.334	0.273	1	1
(18594,0,138,0):	0.006	0.03	0	0
(18613,0,102,0):	0.025	0.069	1	1
(18617,0,142,0):	0.001	0.03	0	0
(18621,0,184,0):	0.243	0.312	1	1
(18629,0,58,0):	0.003	0.095	0.922	0.995
(18631,1,48,0):	0.149	0.165	1	1
(18635,0,135,0):	0.024	0.042	0.895	0.954
(18635,1,174,0):	0.125	0.022	1	1
(18636,0,141,0):	0.087	0.021	1	1
(18637,0,165,0):	0.315	0.203	1	1
(18647,1,69,0):	0.181	0.094	0.752	0.889
(18649,0,64,0):	0.521	0.365	1	1
(18654,0,191,0):	0.15	0.033	0.783	0.972
(18656,1,144,0):	0.281	0.068	1	1
(18657,1,118,0):	0.384	0.309	0.998	1
(18658,0,95,0):	0.158	0.045	1	1
(18665,0,29,0):	0.176	0.091	1	1
(18676,0,129,0):	0.407	0.266	1	1
(18676,1,155,0):	0.026	0	0	0
(18680,1,56,0):	0.393	0.166	0.931	1
(18686,1,92,0):	0.314	0.366	1	1
(18687,0,32,0):	0.534	0.481	1	1
(18687,1,145,0):	0.332	0.179	1	1
(18689,0,213,0):	0.543	0.483	1	1
(18693,0,156,0):	0.303	0.175	1	1
(18694,1,195,0):	0.145	0.14	1	1
(18696,1,37,0):	0.849	0.994	1	1
(18697,0,64,0):	0.399	0.321	1	1
(18704,0,70,0):	0.094	0.08	0.935	0.996
(18705,1,8,0):	0.578	0.437	1	1
(18705,1,40,0):	0.168	0.082	0.698	0.933
(18706,1,1,0):	0.02	0.014	0.991	1
(18706,1,11,0):	0.058	0.082	0.797	0.958
(18712,1,111,0):	0.477	0.503	0.9	0.985
(18713,1,64,0):	0.002	0.092	0.882	0.988
(18716,1,41,0):	0.3	0.608	1	1
(18717,0,182,0):	0.306	0.313	1	1
(18718,0,121,0):	0.043	0	0.922	0.967
(18720,1,178,0):	0.119	0.082	1	1
(18721,0,104,0):	0.283	0.138	1	1
(18722,0,28,0):	0.047	0.043	0.902	0.981
(18725,0,98,0):	0.113	0.067	1	1
(18725,1,65,0):	0.081	0.199	0.847	0.994
(18727,1,114,0):	0.532	0.383	1	1
(18728,1,64,0):	0.368	0.182	0.958	0.997
(18729,1,17,0):	0.331	0.102	0.821	0.99
(18734,0,2,0):	0.16	0.313	1	1
(18743,1,115,0):	0.326	0.469	1	1
(18746,0,123,0):	0.41	0.293	0.724	0.927
(18747,1,198,0):	0.243	0.135	0.947	0.999
(18750,1,199,0):	0.15	0.014	0	0
(18751,1,48,0):	0.227	0.41	1	1
(18752,0,32,0):	0.328	0.352	0.933	0.998
(18755,0,34,0):	0.059	0.001	0	0
(18759,1,102,0):	0.171	0.278	0.648	0.982
(18763,0,66,0):	0.155	0.142	1	1
(18765,1,115,0):	0.103	0.068	1	1
(18768,0,188,0):	0.047	0.136	0.982	0.998
(18768,0,203,0):	0.705	0.555	1	1
(18768,1,79,0):	0	0.035	0	0
(18771,0,35,0):	0.091	0.048	0.868	0.992
(18771,0,157,0):	0.155	0.103	0.849	0.991
(18774,1,129,0):	0.273	0.378	0.993	1
(18776,1,63,0):	0.082	0.073	0.836	0.915
(18776,1,169,0):	0.088	0.053	1	1
(18778,0,66,0):	0.051	0.06	0.999	1
(18779,1,87,0):	0.147	0.109	1	1
(18780,1,35,0):	0.296	0.157	1	1
(18786,0,119,0):	0.135	0.046	0.969	0.999
(18786,1,74,0):	0.543	0.614	1	1
(18793,1,49,0):	0.208	0.098	0.816	0.982
(18794,1,150,0):	0.208	0.022	1	1
(18796,1,136,0):	0.537	0.492	0.985	0.999
(18797,1,36,0):	0.424	0.327	0.893	0.99
(18799,0,60,0):	0.264	0.11	0.973	1
(18799,1,195,0):	0.007	0.006	0.99	1
(18813,0,82,0):	0.093	0	0.736	0.964
(18814,1,183,0):	0.042	0.023	0.697	0.901
(18816,0,151,0):	0.05	0.002	0.919	0.996
(18828,0,124,0):	0.12	0.125	1	1
(18834,1,150,0):	0.077	0.108	1	1
(18835,0,69,0):	0.112	0.191	0.558	0.928
(18835,0,90,0):	0.031	0.064	1	1
(18839,0,49,0):	0.144	0.015	1	1
(18841,0,45,0):	0.308	0.308	1	1
(18842,0,135,0):	0.182	0.166	0.975	0.998
(18843,0,210,0):	0.016	0.022	0.826	0.954
(18843,1,138,0):	0.353	0.061	1	1
(18849,0,33,0):	0.772	0.455	1	1
(18850,1,110,0):	0.03	0.093	0.919	1
(18851,1,109,0):	0.064	0.111	0.937	0.999
(18852,0,197,0):	0.142	0.116	1	1
(18853,1,210,0):	0.087	0.078	1	1
(18854,1,45,0):	0.161	0.133	1	1
(18855,0,119,0):	0	0.051	0	0
(18856,1,197,0):	0	0.033	0	0
(18858,0,61,0):	0.035	0	0	0
(18858,0,191,0):	0.096	0.363	1	1
(18860,0,125,0):	0.384	0.276	0.627	0.923
(18863,0,164,0):	0.073	0.317	1	1
(18865,0,33,0):	0.114	0.505	1	1
(18871,0,198,0):	0.034	0.146	0.636	0.912
(18872,1,116,0):	0.041	0.036	1	1
(18876,1,21,0):	0	0.049	0.788	0.937
(18880,1,169,0):	0.037	0.028	0.94	0.982
(18881,0,58,0):	0.126	0.075	0.915	0.981
(18882,1,135,0):	0.052	0.075	1	1
(18884,0,153,0):	0.121	0.026	1	1
(18885,1,152,0):	0.22	0.103	1	1
(18886,1,30,0):	0.055	0.151	1	1
(18891,0,85,0):	0.239	0.111	1	1
(18895,1,116,0):	0.024	0.044	0	0
(18896,1,99,0):	0.186	0.073	0.769	0.998
(18907,0,108,0):	0.359	0.177	0.982	0.969
(18907,0,180,0):	0.123	0.279	1	1
(18910,0,167,0):	0.095	0.107	1	1
(18911,0,66,0):	0.047	0.002	0.54	0.887
(18913,0,58,0):	0.132	0.185	1	1
(18915,0,5,0):	0.041	0.127	1	1
(18917,0,58,0):	0.004	0.14	1	1
(18919,1,28,0):	0.2	0.118	0.795	0.988
(18919,1,55,0):	0.062	0.083	1	1
(18919,1,135,0):	0.468	0.622	1	1
(18921,0,107,0):	0.376	0.347	1	1
(18921,0,180,0):	0.535	0.337	0.992	1
(18926,1,129,0):	0.153	0.117	1	1
(18929,1,159,0):	0.028	0.15	1	1
(18930,0,157,0):	0.005	0.07	0	0
(18935,0,79,0):	0.381	0.502	1	1
(18936,0,17,0):	0.136	0.068	1	1
(18936,1,82,0):	0.026	0.008	1	1
(18937,0,110,0):	0.11	0.055	1	1
(18939,1,111,0):	0.035	0.042	0.949	0.992
(18941,1,134,0):	0.034	0.132	1	1
(18942,0,66,0):	0.259	0.149	0.954	0.968
(18942,0,68,0):	0.992	0.96	1	1
(18942,1,156,0):	0.066	0.163	1	1
(18945,1,74,0):	0.124	0.21	1	1
(18945,1,156,0):	0.094	0.029	0.809	0.951
(18946,1,45,0):	0.484	0.603	0.636	0.948
(18948,0,196,0):	0.255	0.162	1	1
(18948,1,121,0):	0	0.004	0	0
(18956,1,122,0):	0.403	0.323	1	1
(18959,0,7,0):	0.25	0.076	0.811	0.95
(18963,0,75,0):	0.059	0.061	1	1
(18965,0,82,0):	0.292	0.149	1	1
(18965,0,217,0):	0.389	0.389	1	1
(18965,1,66,0):	0.032	0	0.817	0.992
(18965,1,164,0):	0.063	0.172	1	1
(18965,1,189,0):	0.466	0.562	1	1
(18972,1,169,0):	0.048	0.115	0.998	1
(18972,1,189,0):	0.046	0.211	1	1
(18975,1,138,0):	0.06	0.036	1	1
(18976,1,4,0):	0.289	0.766	1	1
(18977,1,148,0):	0.076	0.071	1	1
(18979,1,139,0):	0.235	0.541	1	1
(18980,0,154,0):	0.074	0.042	0	0
(18983,0,167,0):	0.266	0.229	0.843	0.973
(18984,0,158,0):	0.105	0.207	1	1
(18985,1,132,0):	0.475	0.283	1	1
(18986,0,135,0):	0.042	0.087	0.989	1
(18987,1,37,0):	0.365	0.251	1	1
(18989,0,54,0):	0.372	0.382	1	1
(18990,0,89,0):	0.207	0.133	1	1
